,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,venue.id,name,Address,city,state,postalCode,lat,lng,Price,Rating
187,187,187,2,4c6820894e429c74958097b6,Indigo Indian Bistro,232 Spencer St,Manchester,CT,6040.0,41.76607962,-72.57077914,,
188,188,188,4,4b1028baf964a520426a23e3,Utsav Indian Cuisine,575 Talcottville Rd,Vernon,CT,6066.0,41.85376016,-72.48394298,,
189,189,189,1,4b058678f964a520556322e3,Darbar India,1070 Main St,Branford,CT,6405.0,41.28265613,-72.81080543,,
190,190,190,8,4bc2169bb492d13ad9eda660,Star Of India,157 Boston Post Rd,Orange,CT,6477.0,41.27294137,-72.99433907,,
191,191,191,0,4b058678f964a520556322e3,Darbar India,1070 Main St,Branford,CT,6405.0,41.28265613,-72.81080543,,
192,192,192,8,4d9fb0dd5dc7f04de0e77491,Darbar,,Branford,CT,6405.0,41.28540945,-72.82837945,,
193,193,193,0,4d39e32917312c0fc97029f2,The Mumbai Times,616 Post Rd E,Westport,CT,6880.0,41.13845827,-73.34421745,,
194,194,194,1,4e3b2d97fa764553759a34e1,Saffron Indian Cuisine,333 Westport Ave,Norwalk,CT,,41.12569676,-73.39334141,,
195,195,195,2,4baa3f12f964a52055573ae3,Veda - Indian Cuisine,388 Westport Ave,Norwalk,CT,6851.0,41.12569910000001,-73.39050565,,
196,196,196,3,4cfaf26520fe370417fe50f8,Coromandel Cuisine of India,17 Pease Ave,Southport,CT,6890.0,41.13970074,-73.28736344,,
197,197,197,4,4e0a859962846ae661cdfa52,Paradise Biryani Pointe,280 Connecticut Ave,Norwalk,CT,6854.0,41.10270319,-73.43596452,,
198,198,198,5,597d01202e268057bc8aa4e1,Taj Indian Cuisine,1879 Black Rock Tpke,Fairfield,CT,6825.0,41.1798726,-73.24788709999999,,
199,199,199,1,4b4f89ddf964a5208b0a27e3,Kolam - Regional Cuisine of India,316 S Main St,Newtown,CT,6470.0,41.36092392,-73.26644047,,
200,200,200,2,5230b57f2fc6eb59304a0e8b,Bombay Express,5 Padanaram Rd,Danbury,CT,6811.0,41.41447317,-73.45861699,,
201,201,201,3,4f6babf4e4b0ad1af2d13d99,Kolam,,Newtown,CT,6470.0,41.42050909,-73.38790509,,
202,202,202,5,4cdf340bf8a4a143c8d6dcbc,Kabab Grill,35 White St,Danbury,CT,6810.0,41.397659999999995,-73.45194000000002,,
203,203,203,0,5230b57f2fc6eb59304a0e8b,Bombay Express,5 Padanaram Rd,Danbury,CT,6811.0,41.41447317,-73.45861699,,
204,204,204,1,4b9e768ff964a52010e636e3,Royal Guard Fish & Chips,389 Main St,Danbury,CT,6810.0,41.40169834,-73.45863363,,
205,205,205,2,5b05ead9b25fee002c0ce470,Tandoori Flames,471 Danbury rd,New Milford,CT,6776.0,41.522137,-73.4228,,
206,206,206,2,594855669e0d540422e853aa,Mint Leaf,770 Long Hill Rd,Groton,CT,6340.0,41.3482625,-72.05273890000002,,
207,207,207,6,525d7010498ed004ab6132a9,India Grill and Mild Curry,,Norwich,CT,,41.52306846,-72.08801317,,
208,208,208,0,54db9620498ef16e549fed73,Utsav Indian Cuisine - Wethersfield,1115 Silas Deane Hwy,Wethersfield,CT,6109.0,41.69176593,-72.65723948,,
209,209,209,1,4bbd0f3b593fef3b5f030356,Priya,1860 Silas Deane Hwy,Rocky Hill,CT,6067.0,41.67602013,-72.64905452,,
210,210,210,3,4c6820894e429c74958097b6,Indigo Indian Bistro,232 Spencer St,Manchester,CT,6040.0,41.76607962,-72.57077914,,
211,211,211,0,4bb8bd7d314e95212cb2489d,Wing Express,134 N Eagleville Rd,Storrs Mansfield,CT,6268.0,41.80972636,-72.26169519,,
212,212,212,1,521d1a5e11d276152759f02b,Maharaja Indian,,Mansfield Center,CT,,41.759966999999996,-72.195408,,
213,213,213,2,5c7c2cf40457b7002c105be6,Kathmandu Kichen & Bar,33 Wilbur Cross Way #103,Storrs Mansfield,CT,6268.0,41.80368423,-72.24124908,,
214,214,214,3,5773f485498e584f9d5f710f,Kathmandu Kitchen,,,Connecticut,6268.0,41.80368423,-72.24124908,,
215,215,215,0,4b450ae4f964a520360226e3,Jaipore Royal Indian Cuisine,280 Route 22,Brewster,NY,10509.0,41.36573948,-73.64038471,,
216,216,216,3,4d683662de28224bccd132be,Little Kabab Station,31 E Main St,Mount Kisco,NY,10549.0,41.20824061,-73.72786161,,
217,217,217,0,4c01a1371747a5935cd85dca,Naatiya,8 Mountain Rd,Bloomfield,CT,,41.83189034,-72.73946132,,
218,218,218,0,521d1a5e11d276152759f02b,Maharaja Indian,,Mansfield Center,CT,,41.759966999999996,-72.195408,,
219,219,219,1,4bc8fdbdb6c49c74f59f8d91,Bella Fiore Restaurant,559-629 Connecticut 32,Norwich,CT,6360.0,41.50329456,-72.09292196,,
220,220,220,2,4bb8bd7d314e95212cb2489d,Wing Express,134 N Eagleville Rd,Storrs Mansfield,CT,6268.0,41.80972636,-72.26169519,,
221,221,221,4,5c7c2cf40457b7002c105be6,Kathmandu Kichen & Bar,33 Wilbur Cross Way #103,Storrs Mansfield,CT,6268.0,41.80368423,-72.24124908,,
222,222,222,6,4ba94536f964a520041a3ae3,Mirch Masala,156 Kings Hwy,Groton,CT,6340.0,41.36804207,-72.06323797,,
223,223,223,1,4d32266d72a8b1f708719bd0,Cumin India,262 Skiff St,Hamden,CT,6517.0,41.37126068,-72.90644501,,
224,224,224,2,5207cbac11d263e52f2eb781,Tikkaway Grill,135 Orange St,New Haven,CT,6510.0,41.30560503,-72.92403813,,
225,225,225,7,58f64f58f62f2b5282695ca5,Kamana,1004 Boston Post Rd,Guilford,CT,6437.0,41.287913,-72.68275799999998,,
226,226,226,1,5a6927c1a423627235c97581,Muyuri Indian Bistro,1249 W Main St Ste 10,Waterbury,CT,6708.0,41.551608,-73.063149,,
227,227,227,2,4f7b6ddf003940840da58682,Tabaq Masala Restaurant & Banquet Hall,1843 N Broad St,Meriden,CT,6450.0,41.56730345,-72.77274754,,
228,228,228,4,4c17bfecd4d9c9284368ee29,Avon Indian Grill,320 W Main St,Avon,CT,6001.0,41.81471918,-72.85816924,,
229,229,229,8,5207cbac11d263e52f2eb781,Tikkaway Grill,135 Orange St,New Haven,CT,6510.0,41.30560503,-72.92403813,,
230,230,230,0,4b370132f964a520f63e25e3,Coromandel Cuisine of India,25 Old Kings Hwy N,Darien,CT,6820.0,41.07819960000001,-73.4657647,,
231,231,231,1,4e0a859962846ae661cdfa52,Paradise Biryani Pointe,280 Connecticut Ave,Norwalk,CT,6854.0,41.10270319,-73.43596452,,
232,232,232,2,4bbd01d3593fef3b11ef0256,Navaratna,133 Atlantic St,Stamford,CT,6901.0,41.05340239,-73.5394449,,
233,233,233,5,4b51f6a6f964a520c25d27e3,Haveli India Restaurant,1300 S Main St,Middletown,CT,6457.0,41.52371997,-72.66575946,,
234,234,234,0,4bbd0f3b593fef3b5f030356,Priya,1860 Silas Deane Hwy,Rocky Hill,CT,6067.0,41.67602013,-72.64905452,,
235,235,235,8,5813f08038faa541c245adf9,Om Foods,,Wethersfield,CT,,41.68464279,-72.65566254,,
236,236,236,0,4b4f89ddf964a5208b0a27e3,Kolam - Regional Cuisine of India,316 S Main St,Newtown,CT,6470.0,41.36092392,-73.26644047,,
237,237,237,7,5b05ead9b25fee002c0ce470,Tandoori Flames,471 Danbury rd,New Milford,CT,6776.0,41.522137,-73.4228,,
238,238,238,2,5c6b14ed2bf29b002d7eca87,Spice Indian Cuisine And Bar,25 Grassy Plain St,Bethel,CT,6801.0,41.376948,-73.425777,,
239,239,239,2,597d01202e268057bc8aa4e1,Taj Indian Cuisine,1879 Black Rock Tpke,Fairfield,CT,6825.0,41.1798726,-73.24788709999999,,
240,240,240,5,55ef07fd498e39303eab458e,Curry Leaves,157 Cherry St,Milford,CT,6460.0,41.2276852,-73.04934085,,
241,241,241,7,4b9e768ff964a52010e636e3,Royal Guard Fish & Chips,389 Main St,Danbury,CT,6810.0,41.40169834,-73.45863363,,
242,242,242,2,4b0586aaf964a520706922e3,Mystic Marriott Hotel & Spa,625 North Road,Groton,CT,6340.0,41.365360100000004,-72.0257321,,
243,243,243,8,4b81762cf964a5209fa730e3,kumari,1333 Boston Post Rd,Old Saybrook,CT,6475.0,41.287765500000006,-72.40508270000002,,
244,244,244,4,58f1050f829b0c25eb0eaf24,Shakahari,1458 Boston Post Rd,Old Saybrook,CT,6475.0,41.28622437,-72.40800476,,
245,245,245,2,4b370132f964a520f63e25e3,Coromandel Cuisine of India,25 Old Kings Hwy N,Darien,CT,6820.0,41.07819960000001,-73.4657647,,
246,246,246,1,4ba6de18f964a520577439e3,Taste Of India,35 Williams Ave,Mystic,CT,6355.0,41.3493734,-71.95792583,,
247,247,247,2,4bc8fdbdb6c49c74f59f8d91,Bella Fiore Restaurant,559-629 Connecticut 32,Norwich,CT,6360.0,41.50329456,-72.09292196,,
248,248,248,1,58f64f58f62f2b5282695ca5,Kamana,1004 Boston Post Rd,Guilford,CT,6437.0,41.287913,-72.68275799999998,,
249,249,249,2,4b81762cf964a5209fa730e3,kumari,1333 Boston Post Rd,Old Saybrook,CT,6475.0,41.287765500000006,-72.40508270000002,,
250,250,250,5,4f32a97619836c91c7ed86c6,Ali Baba,405 Foxon Blvd,New Haven,CT,6513.0,41.31997,-72.87205,,
251,251,251,8,533752d4498ea5078d923075,Punjabi Kadhai Tastee Curritos,303 Universal Dr N,North Haven,CT,6473.0,41.3563385,-72.87140656,,
252,252,252,2,4df243bd52b100c2d7f5d3f9,Kerala Cookhouse,198 W Main St,Plainville,CT,6062.0,41.66944885,-72.88011169,,
253,253,253,8,55285cbd498eff52cf3c5723,Royal Indian Grocery,,West Hartford,CT,,41.736237,-72.721474,,
254,254,254,1,4bb8bd7d314e95212cb2489d,Wing Express,134 N Eagleville Rd,Storrs Mansfield,CT,6268.0,41.80972636,-72.26169519,,
255,255,255,5,5c2e2f1ff5e9d7002c17c513,The Punjab Indian Cuisine,1565 Plainfield Pike,Johnston,RI,2919.0,41.79175186,-71.49128723,,
256,256,256,6,5bddcccc2619ee0039f3f9be,The Punjab,1565 Plainfield Pike,Johnston,RI,2919.0,41.791557,-71.49129,,
257,257,257,7,5855d2822ec3647ab9e86a46,The Dabbawala,2009 Smith St,North Providence,RI,2911.0,41.857597,-71.48396,,
258,258,258,8,5d4754cfbf66ef0008a81d78,Masala Pakistani and Indian Cuisine,35 Quaker Ln #1,West Warwick,RI,2893.0,41.69547272,-71.50234985,,
259,259,259,2,4b4f89ddf964a5208b0a27e3,Kolam - Regional Cuisine of India,316 S Main St,Newtown,CT,6470.0,41.36092392,-73.26644047,,
260,260,260,2,4db0c4e40437a93f7f7afda5,Shahi Zaika,102 Store Ave,Waterbury,CT,6705.0,41.55239822,-73.00983629,,
261,261,261,2,4b8e68acf964a520472133e3,Taste Of India,216 Broad St,Windsor,CT,6095.0,41.85175506,-72.64426797,,
262,262,262,8,5720f65d498ebf5054e71ec8,Spice Kitchen Cafe,,,Massachusetts,,42.10556,-72.62151999999998,,
263,263,263,2,521d1a5e11d276152759f02b,Maharaja Indian,,Mansfield Center,CT,,41.759966999999996,-72.195408,,
264,264,264,2,4b450ae4f964a520360226e3,Jaipore Royal Indian Cuisine,280 Route 22,Brewster,NY,10509.0,41.36573948,-73.64038471,,
265,265,265,2,4f6e00eae4b05c9c2b5f6ab1,Baingan Indian Restaurant,94 River Rd,Shelton,CT,6484.0,41.30466101,-73.07664653,,
266,266,266,0,4bafdefaf964a520b4273ce3,Tandoor Indian Cousine,170 Main St,Middletown,CT,6457.0,41.55888461,-72.64866899,,
267,267,267,1,4b85db43f964a520917631e3,Udupi Bhavan,749 Saybrook Rd,Middletown,CT,6457.0,41.53680663,-72.61688826,,
268,268,268,2,4b85db43f964a520917631e3,Udupi Bhavan,749 Saybrook Rd,Middletown,CT,6457.0,41.53680663,-72.61688826,,
269,269,269,1,4b8e68acf964a520472133e3,Taste Of India,216 Broad St,Windsor,CT,6095.0,41.85175506,-72.64426797,,
270,270,270,8,4f667273e4b0bf1013c04844,Desi Zaiqa,384 Windsor Ave,Windsor,CT,6095.0,41.813839,-72.656738,,
271,271,271,2,4b58edd1f964a520b17328e3,Pintu's Indian Palace,25 Park Ave,West Springfield,MA,1089.0,42.10699908,-72.61594408,,
272,272,272,3,51d5a693498e77528549f4b3,Priya,,Chicopee,MA,,42.170595,-72.57830600000001,,
273,273,273,2,5cd310f4b37e2b00392d6c03,Royal Punjabi,,Norwich,CT,6360.0,41.524489,-72.075513,,
274,274,274,6,4cb10b57562d224b7fe71b88,Little India Fine Cuisine,1416 Hopmeadow St,Simsbury,CT,6070.0,41.904451,-72.78615500000002,,
275,275,275,2,4bc39acf4cdfc9b6b6999721,Panjabi Tadka Indian Restaurant,1688 Main St,Springfield,MA,1103.0,42.10468625,-72.59448409,,
276,276,276,2,5706b722498e72d567c2931a,Four Corners Restaurant,,Torrington,CT,,41.801297,-73.122899,,
277,277,277,1,4d39e32917312c0fc97029f2,The Mumbai Times,616 Post Rd E,Westport,CT,6880.0,41.13845827,-73.34421745,,
278,278,278,0,4b81762cf964a5209fa730e3,kumari,1333 Boston Post Rd,Old Saybrook,CT,6475.0,41.287765500000006,-72.40508270000002,,
279,279,279,1,58f1050f829b0c25eb0eaf24,Shakahari,1458 Boston Post Rd,Old Saybrook,CT,6475.0,41.28622437,-72.40800476,,
280,280,280,2,4ba94536f964a520041a3ae3,Mirch Masala,156 Kings Hwy,Groton,CT,6340.0,41.36804207,-72.06323797,,
281,281,281,8,,,,,,,,,,
282,282,282,8,5706b722498e72d567c2931a,Four Corners Restaurant,,Torrington,CT,,41.801297,-73.122899,,
283,283,283,2,4b9e768ff964a52010e636e3,Royal Guard Fish & Chips,389 Main St,Danbury,CT,6810.0,41.40169834,-73.45863363,,
284,284,284,1,4bf544a2ff90c9b63b225628,Bollywood Grill,2333 Main St,Glastonbury,CT,6033.0,41.71179932,-72.60867607,,
285,285,285,8,4bba80c8b35776b0e10acb01,Welcome Fine Indian Cuisine,770 Worcester Rd,Framingham,MA,1702.0,42.29904714,-71.42849553,,
286,286,286,0,4bbfab64461576b02cf87832,Bollywood Grill,97 Boston Tpke,Shrewsbury,MA,1545.0,42.27557195,-71.75033578,,
287,287,287,1,4b7cf0a9f964a520d1a92fe3,Udupi,"378 Maple Ave, Fairlawn Plaza",Shrewsbury,MA,,42.27699758,-71.73734298,,
288,288,288,2,527fe2e911d29713ff18776d,mirchi,291 Turnpike Rd,Westborough,MA,1581.0,42.28333094,-71.64956313,,
289,289,289,3,4dd4127b52b1f6bad4159c0a,Tandoori Restaurant,114 Main St,Woonsocket,RI,2895.0,42.002219000000004,-71.514901,,
290,290,290,5,52b731d2498e8a7643e46bf3,Paradise Biryani Pointe,127 Turnpike Rd,Westborough,MA,1581.0,42.285494,-71.605469,,
291,291,291,6,5dfa532b9a28780008c35382,Swagat Indian Restaurant,,Woonsocket,RI,2895.0,42.01524600000001,-71.49746999999998,,
292,292,292,7,4fa2b02ae4b033a3e28252e1,Mayuri,30 Lyman St,Westborough,MA,1581.0,42.28346589,-71.60779951,,
293,293,293,1,4bafdefaf964a520b4273ce3,Tandoor Indian Cousine,170 Main St,Middletown,CT,6457.0,41.55888461,-72.64866899,,
294,294,294,6,4b450ae4f964a520360226e3,Jaipore Royal Indian Cuisine,280 Route 22,Brewster,NY,10509.0,41.36573948,-73.64038471,,
295,295,295,5,4e0616e0d1640223a4940865,Indian Grocery Store,749 Saybrook Rd,Middletown,CT,6457.0,41.536794,-72.616973,,
296,296,296,6,4bc39acf4cdfc9b6b6999721,Panjabi Tadka Indian Restaurant,1688 Main St,Springfield,MA,1103.0,42.10468625,-72.59448409,,
297,297,297,7,4b58edd1f964a520b17328e3,Pintu's Indian Palace,25 Park Ave,West Springfield,MA,1089.0,42.10699908,-72.61594408,,
298,298,298,1,4cfaf26520fe370417fe50f8,Coromandel Cuisine of India,17 Pease Ave,Southport,CT,6890.0,41.13970074,-73.28736344,,
299,299,299,2,4d39e32917312c0fc97029f2,The Mumbai Times,616 Post Rd E,Westport,CT,6880.0,41.13845827,-73.34421745,,
300,300,300,1,4b81762cf964a5209fa730e3,kumari,1333 Boston Post Rd,Old Saybrook,CT,6475.0,41.287765500000006,-72.40508270000002,,
301,301,301,2,58f1050f829b0c25eb0eaf24,Shakahari,1458 Boston Post Rd,Old Saybrook,CT,6475.0,41.28622437,-72.40800476,,
302,302,302,0,4b51f6a6f964a520c25d27e3,Haveli India Restaurant,1300 S Main St,Middletown,CT,6457.0,41.52371997,-72.66575946,,
303,303,303,2,4b058678f964a520556322e3,Darbar India,1070 Main St,Branford,CT,6405.0,41.28265613,-72.81080543,,
304,304,304,2,58f64f58f62f2b5282695ca5,Kamana,1004 Boston Post Rd,Guilford,CT,6437.0,41.287913,-72.68275799999998,,
305,305,305,1,4c16aa216470a593bc2e57d2,Namaste India,151 Queen St,Southington,CT,6489.0,41.62086475,-72.87302812,,
306,306,306,8,5be668041c0b34002c209f82,Kumar's,238J Tolland Tpke,Manchester,CT,6042.0,41.809672799999994,-72.5149829,,
307,307,307,2,5a0b85a8d3cce80d1347753c,Adrak2,,Westerly,RI,2891.0,41.380399,-71.830792,,
308,308,308,4,4b058678f964a520556322e3,Darbar India,1070 Main St,Branford,CT,6405.0,41.28265613,-72.81080543,,
309,309,309,0,5244e67411d27d73e2942edd,Rasa Restaurant,149 Main St,East Greenwich,RI,2818.0,41.66186209,-71.45017054,,
310,310,310,2,50cf703ce4b03ff34ebd7874,Flavours Indian Restaurant,1764 Mendon Rd,Cumberland,RI,2864.0,41.94399203,-71.43646846,,
311,311,311,0,4c43327dd691c9b618638f0a,Aroma Bar & Grill,485 Main St,Great Barrington,MA,1230.0,42.18865477,-73.36471619,,
312,312,312,2,56a963b3498ea2d7deeaf9a3,four corners,57 Water St,Torrington,CT,6790.0,41.80132294,-73.12282562,,
313,313,313,1,572cd369498e70144d0a7fc3,Mint,,Lee,MA,,42.321599,-73.260076,,
314,314,314,3,5903793b6a8d8658d3b05629,Chef Express,,Lee,MA,,42.305852,-73.249806,,
315,315,315,0,5706b722498e72d567c2931a,Four Corners Restaurant,,Torrington,CT,,41.801297,-73.122899,,
316,316,316,1,56a963b3498ea2d7deeaf9a3,four corners,57 Water St,Torrington,CT,6790.0,41.80132294,-73.12282562,,
317,317,317,2,4c17bfecd4d9c9284368ee29,Avon Indian Grill,320 W Main St,Avon,CT,6001.0,41.81471918,-72.85816924,,
318,318,318,3,4f436cdc19834bc91f56be65,Taste of India,320 W Main St,Avon,CT,6001.0,41.81501007,-72.85803986,,
319,319,319,0,5b05ead9b25fee002c0ce470,Tandoori Flames,471 Danbury rd,New Milford,CT,6776.0,41.522137,-73.4228,,
320,320,320,2,4bb7dc3798c7ef3b727d3002,Mysore Palace,54 Pembroke Rd,Danbury,CT,6811.0,41.44439725,-73.47290365,,
321,321,321,2,5a29742b2619ee18e0214274,San Matteo,,Town of Stanford,NY,12581.0,41.871053,-73.70288000000002,,
322,322,322,2,4c43327dd691c9b618638f0a,Aroma Bar & Grill,485 Main St,Great Barrington,MA,1230.0,42.18865477,-73.36471619,,
323,323,323,1,5b05ead9b25fee002c0ce470,Tandoori Flames,471 Danbury rd,New Milford,CT,6776.0,41.522137,-73.4228,,
324,324,324,2,5a6927c1a423627235c97581,Muyuri Indian Bistro,1249 W Main St Ste 10,Waterbury,CT,6708.0,41.551608,-73.063149,,
325,325,325,2,,,,,,,,,,
